baseline_rank,canonical_reported_name,province_reported,city_reported,trial_count_within_name_group,trial_example_url,name_verification_status,location_verification_status,official_hospital_id,official_name,filing_number,approved_name_evidence_json,unapproved_reference_leads_json,next_action,check_method
295,Huai'an First People's Hospital,Jiangsu,Huai'an,53,https://clinicaltrials.gov/study/NCT01670812,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-87bad074c0a80333038e13e2148ea3da"", ""official_name"": ""南京医科大学附属淮安第一医院（淮安市第一人民医院）"", ""candidate_alias"": ""Huaian First People’s Hospital"", ""source_url"": ""https://ror.org/00xpfw690"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
296,Jiangmen Central Hospital,Guangdong,Jiangmen,53,https://clinicaltrials.gov/study/NCT02103257,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
297,"Nanfang Hospital, Southern Medical University",,Guangzhou,53,https://clinicaltrials.gov/study/NCT00069121,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
298,"Tongji Hospital, Tongji Medical College of HUST",Hubei,Wuhan,53,https://clinicaltrials.gov/study/NCT01404169,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
299,Beijing Chao-Yang Hospital,,Beijing,52,https://clinicaltrials.gov/study/NCT00883675,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-312ade48c0a803330dbbe4dc78900ab2"", ""official_name"": ""首都医科大学附属北京朝阳医院"", ""candidate_alias"": ""Beijing Chao-Yang Hospital"", ""source_url"": ""https://ror.org/01eff5662"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
300,Beijing GoBroad Hospital,Beijing Municipality,Beijing,52,https://clinicaltrials.gov/study/NCT06157827,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
301,Beijing Tsinghua Changgung Hospital,,Beijing,52,https://clinicaltrials.gov/study/NCT03446443,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-eadc8d77c0a8033363cbc4f3f4dcc4c9"", ""official_name"": ""北京清华长庚医院"", ""candidate_alias"": ""Beijing Tsinghua Chang Gung Hospital"", ""source_url"": ""https://ror.org/050nfgr37"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
302,Fujian Provincial Cancer Hospital,Fujian,Fuzhou,52,https://clinicaltrials.gov/study/NCT01074021,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-8943f31ac0a80333354a0df6962a1108"", ""official_name"": ""福建省肿瘤医院"", ""candidate_alias"": ""Fujian Provincial Cancer Hospital"", ""source_url"": ""https://ror.org/058ms9w43"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
303,"Renji Hospital, School of Medicine, Shanghai Jiao Tong University",Shanghai Municipality,Shanghai,52,https://clinicaltrials.gov/study/NCT02061475,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
304,Shanghai Zhongshan Hospital,Shanghai Municipality,Shanghai,52,https://clinicaltrials.gov/study/NCT00829660,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
305,"Beijing Children's Hospital, Capital Medical University",Beijing Municipality,Beijing,51,https://clinicaltrials.gov/study/NCT02303587,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
306,Ningbo Medical Center Lihuili Hospital,Zhejiang,Ningbo,51,https://clinicaltrials.gov/study/NCT04191473,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-9a4828d4c0a803336d65b0548efdace5"", ""official_name"": ""宁波市医疗中心李惠利医院"", ""candidate_alias"": ""Ningbo Medical Center Lihuili Hospital"", ""source_url"": ""https://ror.org/030zcqn97"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
307,Suzhou Municipal Hospital,Jiangsu,Suzhou,51,https://clinicaltrials.gov/study/NCT00829660,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-fe2311f4c0a803333539d49197e1634b"", ""official_name"": ""苏州市立医院"", ""candidate_alias"": ""Suzhou Municipal Hospital"", ""source_url"": ""https://ror.org/02cdyrc89"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
308,The Third Xiangya Hospital of Central South University,,Changsha,51,https://clinicaltrials.gov/study/NCT00412893,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
309,"Beijing Chest Hospital, Capital Medical University",Beijing Municipality,Beijing,50,https://clinicaltrials.gov/study/NCT01639001,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
310,"Beijing Ditan Hospital, Capital Medical University",Beijing Municipality,Beijing,50,https://clinicaltrials.gov/study/NCT01938781,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
311,Guangdong General Hospital,,Guangzhou,50,https://clinicaltrials.gov/study/NCT00805194,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
312,Guangxi Medical University Affiliated Tumor Hospital,Guangxi,Nanning,50,https://clinicaltrials.gov/study/NCT01878448,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
313,Liuzhou Worker's Hospital,Guangxi,Liuzhou,50,https://clinicaltrials.gov/study/NCT00829660,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
314,Nantong Tumor Hospital,Jiangsu,Nantong,50,https://clinicaltrials.gov/study/NCT02215356,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-b797ac6ec0a8033377b0e5412a0d24da"", ""official_name"": ""南通市肿瘤医院"", ""candidate_alias"": ""Nantong Tumor Hospital"", ""source_url"": ""https://ror.org/01egmr022"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
315,"Peking Union Medical College Hospital, Chinese Academy of Medical Sciences",Beijing Municipality,Beijing,50,https://clinicaltrials.gov/study/NCT00796692,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
316,Tangdu Hospital,Shaanxi,Xi'an,50,https://clinicaltrials.gov/study/NCT02054078,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
317,The First Affiliated Hospital of Bengbu Medical College,,Bengbu,50,https://clinicaltrials.gov/study/NCT01856478,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
318,The First Affiliated Hospital of University of South China,Hu'nan,Hengyang,50,https://clinicaltrials.gov/study/NCT01897805,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
319,The Second Affiliated Hospital Zhejiang University School of Medicine,,Hangzhou,50,https://clinicaltrials.gov/study/NCT01989182,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-17badd7fc0a8033348429f2c890ae1f6"", ""official_name"": ""浙江大学医学院附属第二医院"", ""filing_number"": ""药临床机构备字2020000192"", ""alias"": ""The Second Affiliated Hospital Zhejiang University School of Medicine"", ""normalized_alias"": ""thesecondaffiliatedhospitalzhejianguniversityschoolofmedicine"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://en.z2hospital.com/"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
