canonical_reported_name,province_reported,city_reported,trial_count,active_trial_count,name_variants,resolution_status,candidate_count,first_trial_id,source_url,review_reason,candidates_json
The First Affiliated Hospital of Xinjiang Medical University,Xinjiang,Ürümqi,85,28,The First Affiliated Hospital of Xinjiang Medical University | The First Affiliated Hospital Of Xinjiang Medical University | the First Affiliated Hospital of Xinjiang Medical University | The first affiliated Hospital of Xinjiang Medical University | The first affiliated hospital of Xinjiang Medical University,unmatched,0,NCT01232504,https://clinicaltrials.gov/study/NCT01232504,,[]
Anhui Provincial Cancer Hospital,Anhui,Hefei,84,46,Anhui Provincial Cancer Hospital | Anhui provincial cancer hospital | AnHui Provincial Cancer Hospital | Anhui provincial Cancer Hospital,unmatched,0,NCT02725125,https://clinicaltrials.gov/study/NCT02725125,,[]
"Beijing Anzhen Hospital, Capital Medical University",Beijing Municipality,Beijing,84,26,"Beijing Anzhen Hospital, Capital Medical University | Beijing Anzhen Hospital Capital Medical University | Beijing Anzhen Hospital,Capital Medical University | Beijing An Zhen Hospital, Capital Medical University | Beijing Anzhen Hospital, Capital Medical university | Beijing An Zhen Hospital , Capital Medical University | Beijing Anzhen Hospital , Capital Medical University | Beijing Anzhen hospital , Capital Medical University | Beijing Anzhen Hospital ,Capital Medical University | Beijing Anzhen Hospital, Capital medical university | Beijing Anzhen hospital, Capital Medical University | Beijing Anzhen Hospital，Capital Medical University",unmatched,0,NCT02192320,https://clinicaltrials.gov/study/NCT02192320,,[]
Hunan Provincial People's Hospital,Hunan,Changsha,84,33,Hunan Provincial People's Hospital | Hunan provincial people's hospital | Hunan Provincial People'S Hospital,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Nanjing Drum Tower Hospital The Affiliated Hospital of Nanjing University Medical School,Jiangsu,Nanjing,84,28,"Nanjing Drum Tower Hospital The Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital,the Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital, The Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital, the Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital,The Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital , The Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital - The Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital ， The Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital, the affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital, the affiliated hospital of Nanjing University medical school | Nanjing Drum Tower Hospital（The Affiliated Hospital of Nanjing University Medical School） | NanJing Drum Tower Hospital The Affiliated Hospital of NanJing University Medical School | Nanjing Drum Tower Hospital The Affiliated Hospital of Nanjing university Medical School | Nanjing Drum Tower Hospital,The Affiliated hospital of Nanjing University Medical school | Nanjing Drum Tower hospital The Affiliated Hospital of Nanjing University Medical School",unmatched,0,NCT01574833,https://clinicaltrials.gov/study/NCT01574833,,[]
The First Affiliated Hospital of China Medical University,Liaoning,Shenyang,84,44,The First Affiliated Hospital of China Medical University | The first Affiliated Hospital of China medical University | The first affiliated hospital of China medical university | the First Affiliated Hospital of China Medical University | The First affiliated hospital of China medical university | The First AffiliatedHospital of China Medical University,unmatched,0,NCT00145756,https://clinicaltrials.gov/study/NCT00145756,,[]
The First Affiliated Hospital of Dalian Medical University,Liaoning,Dalian,84,35,The First Affiliated Hospital of Dalian Medical University | The First Affiliated Hospital Of Dalian Medical University | the First Affiliated Hospital of Dalian Medical University | The first affiliated hospital of Dalian Medical University | The First Affiliated Hospital of Dalian medical university | The First affiliated Hospital of Dalian Medical University | The first affiliated hospital of dalian medical university | the first affiliated hospital of Dalian medical university,unmatched,0,NCT02173457,https://clinicaltrials.gov/study/NCT02173457,,[]
The First Affiliated Hospital of Ningbo University,Zhejiang,Ningbo,84,42,The First Affiliated Hospital of Ningbo University | The first affiliated hospital of Ningbo university | the First Affiliated Hospital of Ningbo University | The First Affiliated Hospital Of Ningbo University | The First Affiliated Hospital of NingBo University | The first affiliated hospital of Ningbo University | The first affiliated hospital of ningbo university,unmatched,0,NCT03395197,https://clinicaltrials.gov/study/NCT03395197,,[]
The First People's Hospital of Changzhou,Jiangsu,Changzhou,84,29,The First People's Hospital of Changzhou | The First Peoples Hospital of Changzhou | The First People's Hospital Of Changzhou | The First People's Hospital of Changzhou. | The First people's Hospital of Changzhou | The first People's Hospital of Changzhou | The first people's hospital of Changzhou | The first people's hospital of changzhou,unmatched,0,NCT01481831,https://clinicaltrials.gov/study/NCT01481831,,[]
Fujian Cancer Hospital,,Fuzhou,83,37,Fujian Cancer Hospital | Fujian cancer hospital,unmatched,0,NCT00486759,https://clinicaltrials.gov/study/NCT00486759,,[]
Changhai Hospital,,Shanghai,82,39,Changhai Hospital | Changhai hospital | Chang Hai Hospital | ChangHai Hospital,unmatched,0,NCT00400478,https://clinicaltrials.gov/study/NCT00400478,,[]
Affiliated Hospital of Jiangsu University,Jiangsu,Zhenjiang,81,17,Affiliated Hospital of Jiangsu University,unmatched,0,NCT01898923,https://clinicaltrials.gov/study/NCT01898923,,[]
Beijing Chao-Yang Hospital,Beijing Municipality,Beijing,81,36,Beijing Chao-Yang Hospital | Beijing Chaoyang Hospital | Beijing Chao Yang Hospital | Beijing Chao-yang Hospital | Beijing ChaoYang Hospital | Beijing Chaoyang hospital | BeijingChao-YangHospital | Bei Jing Chao-Yang Hospital | Beijing CHAO-YANG Hospital | Beijing chaoyang hospital,unmatched,0,NCT00300521,https://clinicaltrials.gov/study/NCT00300521,,[]
Fudan University Cancer Hospital,Shanghai Municipality,Shanghai,81,32,"Fudan University Cancer Hospital | Fudan University, Cancer Hospital | Fudan University cancer hospital | Fudan University Cancer hospital | Fudan university cancer hospital",unmatched,0,NCT00524849,https://clinicaltrials.gov/study/NCT00524849,,[]
Beijing Tsinghua Changgung Hospital,Beijing Municipality,Beijing,80,39,Beijing Tsinghua Changgung Hospital | Beijing Tsinghua Chang Gung Hospital | Beijing Tsinghua Chang Gung Hospital. | BeiJing Tsinghua Changgung Hospital | Beijing TsingHua ChangGung hospital | Beijing Tsinghua ChangGung Hospital | Beijing Tsinghua changgung Hospital,unmatched,0,NCT02959801,https://clinicaltrials.gov/study/NCT02959801,,[]
Lanzhou University Second Hospital,Gansu,Lanzhou,80,22,Lanzhou University Second Hospital | Lanzhou university second hospital | Lan Zhou University Second Hospital,unmatched,0,NCT01847807,https://clinicaltrials.gov/study/NCT01847807,,[]
"Second Affiliated Hospital, School of Medicine, Zhejiang University",Zhejiang,Hangzhou,80,53,"Second Affiliated Hospital, School of Medicine, Zhejiang University | Second affiliated Hospital School of Medicine,Zhejiang University | Second Affiliated Hospital School of Medicine Zhejiang University | Second affiliated hospital, school of medicine, Zhejiang University | Second Affiliated Hospital,School of Medicine,Zhejiang University. | Second Affiliated Hospital，School of Medicine，Zhejiang University",unmatched,0,NCT01443338,https://clinicaltrials.gov/study/NCT01443338,,[]
The First Affiliated Hospital of Zhejiang University School of Medicine,Zhejiang,Hangzhou,80,46,"The First Affiliated Hospital of Zhejiang University School of Medicine | The First Affiliated Hospital of Zhejiang University school of Medicine | The First Affiliated Hospital of Zhejiang University school of medicine | the First Affiliated Hospital of Zhejiang University School of Medicine | the first affiliated hospital of Zhejiang University，school of medicine | the first affiliated hospital of Zhejiang university school of medicine | The first affiliated hospital of zhejiang university, school of medicine. | the First Affiliated Hospital of Zhejiang University, School of Medicine | The First Affiliated Hospital of Zhejiang university school of medicine | The First Affiliated Hospital of zhejiang University School of Medicine | The First Affiliated hospital of Zhejiang University School of Medicine | The first affiliated hospital of Zhejiang University School of Medicine | The first affiliated hospital of zhejiang university school of medicine",unmatched,0,NCT02188082,https://clinicaltrials.gov/study/NCT02188082,,[]
"The First Affiliated Hospital, College of Medicine, Zhejiang University",Zhejiang,Hangzhou,80,38,"The First Affiliated Hospital, College of Medicine, Zhejiang University | The First Affiliated Hospital，College of Medicine, Zhejiang University | the First Affiliated Hospital, College of Medicine, Zhejiang University | The FIrst Affiliated Hospital, College of Medicine, Zhejiang University | The First Affiliated Hospital,College of Medicine, Zhejiang University | The First Affiliated Hospital , College of Medicine, Zhejiang University | The First Affiliated Hospital, College of medicine, Zhejiang University | The first affiliated hospital, College of Medicine, Zhejiang University | The First Affiliated Hospital College of Medicine, Zhejiang University | The First Affiliated Hospital, College of Medicine,Zhejiang University | The First Affiliated Hospital College of Medicine Zhejiang University | The First Affiliated Hospital,College of Medicine,Zhejiang University",unmatched,0,NCT01755325,https://clinicaltrials.gov/study/NCT01755325,,[]
Cancer Center Sun Yat-sen University,Guangdong,Guangzhou,79,31,"Cancer Center Sun Yat-sen University | Cancer Center, Sun Yat-sen University | Cancer center, Sun Yat-sen University | cancer center, Sun Yat-sen University | Cancer Center; Sun Yat sen University; | Cancer Center,Sun Yat-sen University",unmatched,0,NCT00262327,https://clinicaltrials.gov/study/NCT00262327,,[]
Institute of Hematology & Blood Diseases Hospital,Tianjin Municipality,Tianjin,79,46,"Institute of Hematology & Blood Diseases Hospital | Institute of Hematology & Blood Diseases Hospital,",unmatched,0,NCT01191541,https://clinicaltrials.gov/study/NCT01191541,,[]
Renji Hospital,Shanghai Municipality,Shanghai,79,39,Renji Hospital | RenJi Hospital | Renji hospital | Ren Ji Hospital,unmatched,0,NCT01172002,https://clinicaltrials.gov/study/NCT01172002,,[]
"Renji Hospital, Shanghai Jiaotong University School of Medicine",,Shanghai,79,27,"Renji Hospital, Shanghai Jiaotong University School of Medicine | Renji Hospital Shanghai Jiaotong University School of Medicine | Renji Hospital, Shanghai Jiao Tong University School of Medicine | Renji Hospital Shanghai Jiao Tong University School of Medicine | Renji Hospital, Shanghai Jiao Tong University, School of Medicine | Ren Ji Hospital, Shanghai Jiao Tong University School of Medicine | Renji Hospital, Shanghai Jiao Tong University school of medicine | Renji Hospital,Shanghai Jiao Tong University School of Medicine | Renji Hospital ，Shanghai Jiao Tong University School Of Medicine | Renji Hospital ，Shanghai Jiao Tong University School of Medicine | Ren Ji Hospital Shanghai Jiaotong University School of Medicine | RenJi Hospital, Shanghai Jiaotong University School of Medicine | Renji Hospital,Shanghai Jiao Tong University School Of Medicine | Renji Hospital，Shanghai Jiao Tong University School of Medicine | Renji Hospital,Shanghai Jiaotong University School of Medicine",unmatched,0,NCT00906555,https://clinicaltrials.gov/study/NCT00906555,,[]
Shanghai Tenth People's Hospital,Shanghai Municipality,Shanghai,79,33,Shanghai Tenth People's Hospital | Shanghai Tenth People'S Hospital | Shanghai Tenth People's hospital | Shanghai Tenth people's Hospital | Shanghai Tenth Peoples Hospital | Shanghai tenth People's Hospital | Shanghai tenth people's hospital,unmatched,0,NCT00816881,https://clinicaltrials.gov/study/NCT00816881,,[]
Anhui Provincial Hospital,,Hefei,78,34,Anhui Provincial Hospital | Anhui provincial hospital,unmatched,0,NCT02024373,https://clinicaltrials.gov/study/NCT02024373,,[]
Sir Run Run Shaw Hospital,Zhejiang,Hangzhou,77,30,Sir Run Run Shaw Hospital | Sir Run Run Shaw hospital | Sir RUN RUN SHAW HOSPITAL | Sir run run shaw hospital | Sir Runrun Shaw Hospital,unmatched,0,NCT01364376,https://clinicaltrials.gov/study/NCT01364376,,[]
Shandong Cancer Hospital,,Jinan,76,33,Shandong Cancer Hospital | Shandong cancer hospital,unmatched,0,NCT01772472,https://clinicaltrials.gov/study/NCT01772472,,[]
Shenzhen Second People's Hospital,Guangdong,Shenzhen,76,32,Shenzhen Second People's Hospital | Shenzhen Second People'S Hospital | Shenzhen second people's hospital | Shenzhen second people's Hospital,unmatched,0,NCT01147627,https://clinicaltrials.gov/study/NCT01147627,,[]
